id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
2510,"Prolactin, Breast Cancer, Adipose Tissue","Prolactin, Breast Cancer, Adipose Tissue Regularly Scheduled Series RSS Live   10/16/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-16T04:00:00Z
2511,Systemic Adjuvant Chemotherapy in Early Breast Cancer,"Systemic Adjuvant Chemotherapy in Early Breast Cancer Regularly Scheduled Series RSS Live   10/17/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-17T04:00:00Z
2512,Relationship Between the Quality-of-Life in Cancer Patients,"Relationship Between the Quality-of-Life in Cancer Patients Regularly Scheduled Series RSS Live   10/17/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-17T04:00:00Z
2513,Computer Image Technology,"Computer Image Technology Regularly Scheduled Series RSS Live   10/20/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-20T04:00:00Z
2514,Environmental Controls to Reduce Allergen Levels and Mold Exposure and Related Health Effects,"Environmental Controls to Reduce Allergen Levels and Mold Exposure and Related Health Effects Regularly Scheduled Series RSS Live   10/21/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-21T04:00:00Z
2515,Airway Surgery,"Airway Surgery Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2516,Acute Interventions and Secondary Prevention for Strokes,"Acute Interventions and Secondary Prevention for Strokes Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2517,Cumulative Trauma Injury Prevention and Ergonomics,"Cumulative Trauma Injury Prevention and Ergonomics Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2518,Emergency Medicine Morbidity and Mortality Conference,"Emergency Medicine Morbidity and Mortality Conference Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2519,Fad Diets:  Is There any Wheat with the Chaff?,"Fad Diets:  Is There any Wheat with the Chaff? Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2520,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2521,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2522,Neuregulins and Parkinson's Disease:  Pre-Clinical Studies,"Neuregulins and Parkinson's Disease:  Pre-Clinical Studies Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2523,Cornea and External Disease Case Conference,"Cornea and External Disease Case Conference Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2524,Management of Vascular Malformations,"Management of Vascular Malformations Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2525,Schizophrenia as a Brain Disease:  Advances on Several Fronts,"Schizophrenia as a Brain Disease:  Advances on Several Fronts Regularly Scheduled Series RSS Live   10/22/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-22T04:00:00Z
2526,"WHI Hormone Therapy Update:  Where Have We Been, Where are We Going?","WHI Hormone Therapy Update:  Where Have We Been, Where are We Going? Regularly Scheduled Series RSS Live   10/23/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-23T04:00:00Z
2527,Efficacy and Mechanisms of Interferon-B Gene Therapy Against Prostate Cancer,"Efficacy and Mechanisms of Interferon-B Gene Therapy Against Prostate Cancer Regularly Scheduled Series RSS Live   10/24/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-24T04:00:00Z
2528,Unintentional Injury Prevention in Children,"Unintentional Injury Prevention in Children Regularly Scheduled Series RSS Live   10/24/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-24T04:00:00Z
2529,MFM Ultrasound Journal Club,"MFM Ultrasound Journal Club Regularly Scheduled Series RSS Live   10/27/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-27T05:00:00Z
2530,So You Want to Start a Laboratory!,"So You Want to Start a Laboratory! Regularly Scheduled Series RSS Live   10/27/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-27T05:00:00Z
2531,Environmental Controls to Reduce Allergen Levels and Mold Exposure and Related Health Effects,"Environmental Controls to Reduce Allergen Levels and Mold Exposure and Related Health Effects Regularly Scheduled Series RSS Live   10/27/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-27T05:00:00Z
2532,The Management of Subarachnoid Hemorrhage Following Ruptured Cerebral Artery Aneurysm,"The Management of Subarachnoid Hemorrhage Following Ruptured Cerebral Artery Aneurysm Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2533,Medical Complications Associated with Strokes,"Medical Complications Associated with Strokes Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2534,Lions and Tigers and Bears-Oh My!:  Emerging Infections for the 21st Century,"Lions and Tigers and Bears-Oh My!:  Emerging Infections for the 21st Century Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2535,Management of the Thyroid Nodule,"Management of the Thyroid Nodule Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2536,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2537,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2538,NeuroAids 2003,"NeuroAids 2003 Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2539,Resident Presentations,"Resident Presentations Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2540,Resident Presentations,"Resident Presentations Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2541,mortality & Morbidity,"mortality & Morbidity Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2542,Imaging the Addicted Brain,"Imaging the Addicted Brain Regularly Scheduled Series RSS Live The Lurie Memorial Lecture  10/29/2003  2003  10  ",Regularly Scheduled Series,1,The Lurie Memorial Lecture,M,2,Live,2003-10-29T05:00:00Z
2543,The Adverse Relationship Between the Prostate and Dihydrotestosterone,"The Adverse Relationship Between the Prostate and Dihydrotestosterone Regularly Scheduled Series RSS Live   10/29/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-29T05:00:00Z
2544,The Management of Anemia in the Trauma Patient,"The Management of Anemia in the Trauma Patient Regularly Scheduled Series RSS Live   10/30/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-30T05:00:00Z
2545,Female Genital Mutilation,"Female Genital Mutilation Regularly Scheduled Series RSS Live   10/30/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-30T05:00:00Z
2546,Graduate Medical Education 2003,"Graduate Medical Education 2003 Regularly Scheduled Series RSS Live All grand rounds for 2003  10/31/2003  2003  10  ",Regularly Scheduled Series,1,All grand rounds for 2003,M,2,Live,2003-10-31T05:00:00Z
2547,Sleepiness and Fatigue in the Medical Profession,"Sleepiness and Fatigue in the Medical Profession Regularly Scheduled Series RSS Live   10/31/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-31T05:00:00Z
2548,"Chronic Lymphocytic Leukemia:  Past, Present and Future","Chronic Lymphocytic Leukemia:  Past, Present and Future Regularly Scheduled Series RSS Live   10/31/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-31T05:00:00Z
2549,Use of Transcranial Magnetic Stimulation to Measure CNS Disinhibition in Tourette Syndrome,"Use of Transcranial Magnetic Stimulation to Measure CNS Disinhibition in Tourette Syndrome Regularly Scheduled Series RSS Live   10/31/2003  2003  10  ",Regularly Scheduled Series,1,,M,2,Live,2003-10-31T05:00:00Z
2550,ISCD Bone Densitometry Course and Certification Exam,"ISCD Bone Densitometry Course and Certification Exam Regularly Scheduled Series RSS Live   11/01/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-01T05:00:00Z
2551,Harold Schwinger Lecture Series 2003,"Harold Schwinger Lecture Series 2003 Regularly Scheduled Series RSS Live All grand rounds for 2003  11/03/2003  2003  11  ",Regularly Scheduled Series,1,All grand rounds for 2003,M,2,Live,2003-11-03T05:00:00Z
2552,Harold Schwinger Lecture Series-Practical Ethics - Think,"Harold Schwinger Lecture Series-Practical Ethics - Think Regularly Scheduled Series RSS Live   11/03/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-03T05:00:00Z
2553,Autopsy Practices:  Everything You Wanted to Know About Autopies But Were Afraid to Ask,"Autopsy Practices:  Everything You Wanted to Know About Autopies But Were Afraid to Ask Regularly Scheduled Series RSS Live   11/03/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-03T05:00:00Z
2554,ISCD Bone Densitometry Course and Certification Exam,"ISCD Bone Densitometry Course and Certification Exam Regularly Scheduled Series RSS Live   11/04/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-04T05:00:00Z
2555,"Nutrition, Dysphagia, and Bowel & Bladder Management for Stroke Patients","Nutrition, Dysphagia, and Bowel & Bladder Management for Stroke Patients Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2556,Sleepiness and Fatigue in the Medical Profession,"Sleepiness and Fatigue in the Medical Profession Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2557,New Treatments for Osteoarthritis,"New Treatments for Osteoarthritis Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2558,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2559,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2560,Brain Tumors in Infancy,"Brain Tumors in Infancy Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2561,Cataract Case Conference,"Cataract Case Conference Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2562,The Mangled Lower Extremity,"The Mangled Lower Extremity Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2563,The Use of Intraluminal Impedance Monitoring in Pediatric Airway Disorders,"The Use of Intraluminal Impedance Monitoring in Pediatric Airway Disorders Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2564,PTSD Update:  Strategies for Treatment-Resistant Patients,"PTSD Update:  Strategies for Treatment-Resistant Patients Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2565,"Obstructive Sleep Apnea - Evaluation, Diagnosis and Surgical Management","Obstructive Sleep Apnea - Evaluation, Diagnosis and Surgical Management Regularly Scheduled Series RSS Live   11/05/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-05T05:00:00Z
2566,"Percutaneous Treatment of Painful, Malignant Vertebral Fractures","Percutaneous Treatment of Painful, Malignant Vertebral Fractures Regularly Scheduled Series RSS Live   11/07/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-07T05:00:00Z
2567,Improving Outcome From Traumatic Brain Injury,"Improving Outcome From Traumatic Brain Injury Regularly Scheduled Series RSS Live   11/07/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-07T05:00:00Z
2568,ISCD Bone Densitometry Course and Certification Exam,"ISCD Bone Densitometry Course and Certification Exam Regularly Scheduled Series RSS Live   11/08/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-08T05:00:00Z
2569,Obstetrics and Perinatal Journal Club,"Obstetrics and Perinatal Journal Club Regularly Scheduled Series RSS Live   11/10/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-10T05:00:00Z
2570,Cardiac QA and Case Presentations,"Cardiac QA and Case Presentations Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2571,Pharmacological Considerations in Stroke Management,"Pharmacological Considerations in Stroke Management Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2572,The Future of Primary Care:  It's Hard to do the Right Thing in the Wrong System,"The Future of Primary Care:  It's Hard to do the Right Thing in the Wrong System Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2573,Managing a Clinical Research Business,"Managing a Clinical Research Business Regularly Scheduled Series RSS Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research.  11/12/2003  2003  11  ",Regularly Scheduled Series,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research.",M,2,Live,2003-11-12T05:00:00Z
2574,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2575,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2576,Epilepsy Surgery in Patients with Negative MRI:  Diagnostic Approach and Surgical Strategy,"Epilepsy Surgery in Patients with Negative MRI:  Diagnostic Approach and Surgical Strategy Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2577,Chief Resident Presentations,"Chief Resident Presentations Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2578,Upper Airway Structure and Function in Children with Sleep Disordered Breathing,"Upper Airway Structure and Function in Children with Sleep Disordered Breathing Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2579,Translating Research into Practice Through Practice-Based Research,"Translating Research into Practice Through Practice-Based Research Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2580,Sexual Offenders and the Law,"Sexual Offenders and the Law Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2581,Cardiac Assessment for Non-Cardiac General Surgery,"Cardiac Assessment for Non-Cardiac General Surgery Regularly Scheduled Series RSS Live   11/12/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-12T05:00:00Z
2582,Ovarian Cancer,"Ovarian Cancer Regularly Scheduled Series RSS Live   11/14/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-14T05:00:00Z
2583,Inflicted Childhood Neurotrauma,"Inflicted Childhood Neurotrauma Regularly Scheduled Series RSS Live   11/14/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-14T05:00:00Z
2584,The Discovery of Penicillin and its Impact on Hand Surgery,"The Discovery of Penicillin and its Impact on Hand Surgery Regularly Scheduled Series RSS Live   11/15/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-15T05:00:00Z
2585,Allergic Rhinitis in the Miami Valley,"Allergic Rhinitis in the Miami Valley Regularly Scheduled Series RSS Live   11/17/2003  2003  11  ",Regularly Scheduled Series,1,,M,2,Live,2003-11-17T05:00:00Z
